Host Id,Host Since,Namefixed ,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
295760,22/11/2010,Colorful Private One Bedroom Apt,Colorful Private One Bedroom Apt,Manhattan,Apartment,90,Entire home/apt,10013,3,1,19,140,91
296121,22/11/2010,Huge Studio In The Heart Of Nyc,Huge Studio in the heart of NYC,Manhattan,Apartment,95,Entire home/apt,10001,1,1,9,185,98
297161,23/11/2010,Lati'S Place '3 Bedroom Apartment',lati's Place '3 Bedroom Apartment',Brooklyn,Apartment,80,Entire home/apt,11221,3,1,9,99,80
297245,23/11/2010,Clean Studio For Share Male Only,Clean studio for share. Male only,Manhattan,Apartment,95,Shared room,10001,1,1,15,85,96
297666,24/11/2010,Two Bedroom Harlem Apt W/ Garden,Two Bedroom Harlem Apt w/ Garden,Manhattan,Apartment,90,Entire home/apt,10027,5,1,2,200,90
297769,24/11/2010,Highly Satisfactory Les Dwelling,Highly Satisfactory LES dwelling,Manhattan,Apartment,95,Private room,10002,1,1,70,105,96
297769,24/11/2010,Exclusive RoomPrivate Bath In  Les,Exclusive Room-Private Bath in  LES,Manhattan,Apartment,95,Private room,10002,2,1,88,120,97
298080,24/11/2010,Large Studio Heart Of E Village Nyc,Large Studio Heart of E Village NYC,Manhattan,Apartment,90,Entire home/apt,10003,1,1,49,180,92
298115,24/11/2010,"3 Beds In Sunny, Spacious Loft","3 Beds in Sunny, Spacious Loft",Brooklyn,Loft,90,Entire home/apt,11206,3,1,17,130,92
298914,25/11/2010,Beautiful Loft In Union Square,Beautiful Loft in Union Square,Manhattan,Loft,95,Entire home/apt,10003,1,1,17,240,98
299090,25/11/2010,Your Central Park Home,Your Central Park Home,Manhattan,Apartment,90,Entire home/apt,10021,1,1,62,250,94
299090,25/11/2010,Harlem Charm Nyc,Harlem Charm NYC,Manhattan,Apartment,85,Entire home/apt,10035,1,1,18,80,87
299748,26/11/2010,"Bright, Clean Soho Loft W/ Bedroom","Bright, clean Soho loft w/ bedroom",Manhattan,Apartment,95,Entire home/apt,10012,1,1,23,225,97
299755,26/11/2010,1 Bdrm In 4 Bdrm Dupelx/Roof Deck,1 Bdrm in 4 Bdrm dupelx/roof deck,Manhattan,Apartment,90,Private room,10009,1,1,11,125,91
299868,26/11/2010,Huge Loft & Top Location In Nyc,HUGE LOFT & TOP LOCATION IN NYC,Manhattan,Apartment,95,Entire home/apt,10016,1,1,67,250,96
300325,26/11/2010,Artist Flat Share,Artist Flat Share,Brooklyn,Apartment,90,Private room,11211,1,1,7,64,90
300325,26/11/2010,Loft Room Available In Flat Share,Loft Room Available in Flat Share,Brooklyn,Loft,75,Private room,11211,1,1,2,73,79
300325,26/11/2010,4Th Of July Loft Room Roof Access,4th of July Loft Room Roof Access,Brooklyn,Loft,80,Private room,11249,1,1,1,100,80
300325,26/11/2010,Artist Flat Share Williamsburg Loft,Artist Flat Share Williamsburg Loft,Brooklyn,Loft,80,Private room,11249,1,1,6,67,84
301987,27/11/2010,Beautiful Historic Sunny Brownstone,Beautiful Historic Sunny Brownstone,Brooklyn,Apartment,90,Private room,11221,1,1,2,85,90
302569,28/11/2010,West Village Perfect 1 Bedroom,West Village- Perfect 1 Bedroom,Manhattan,Apartment,90,Entire home/apt,10011,2,1,5,214,93
302772,28/11/2010,Charming 2Bdrm Lower East Side Apt,Charming 2-Bdrm Lower East Side Apt,Manhattan,Apartment,100,Entire home/apt,10002,2,1,3,265,100
302772,28/11/2010,Sunny Room In Lower East Side Apt,Sunny Room in Lower East Side Apt,Manhattan,Apartment,90,Private room,10002,1,1,5,115,92
302772,28/11/2010,"Sunny, Cozy Room In Lower East Side","Sunny, cozy room in Lower East Side",Manhattan,Apartment,90,Private room,10002,1,1,2,115,90
302936,28/11/2010,Bright City Getaway Near Everyth,Bright city getaway near everyth,Brooklyn,Apartment,85,Private room,11211,1,1,42,97,87
302936,28/11/2010,Glowing City Getaway Near Everyth,Glowing city getaway near everyth,Brooklyn,Apartment,75,Private room,11211,1,1,39,95,79
302936,28/11/2010,Luminous City Getaway Near Everyth,Luminous city getaway near everyth,Brooklyn,Apartment,90,Private room,11211,1,1,15,97,93
302936,28/11/2010,Radiant Wburg Getaway Near Everyth,Radiant Wburg getaway near everyth,Brooklyn,Apartment,90,Private room,11211,1,1,27,85,92
303326,28/11/2010,"Light, Charming, West Vil Apartment","Light, Charming, West Vil apartment",Manhattan,Apartment,85,Entire home/apt,10014,1,1,4,400,87
303346,28/11/2010,Dream Williamsburg Loft W/Terrace,Dream Williamsburg Loft w/Terrace,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,12,350,98
303882,29/11/2010,Great East Village Apartment Rental,Great East Village Apartment Rental,Manhattan,Apartment,95,Entire home/apt,10003,1,1,31,149,95
303926,29/11/2010,Beautiful New Brooklyn Apartment,Beautiful New Brooklyn Apartment,Brooklyn,Apartment,95,Private room,11237,1,1,16,55,96
303939,29/11/2010,Private Che@P Room 2 Explore Nyc,Private Che@p Room 2 Explore NYC,Staten Island,Apartment,90,Private room,10301,1,1,94,35,90
303939,29/11/2010,Private Room By The Ferry,Private Room By The Ferry,Staten Island,Apartment,85,Private room,10301,1,1,103,35,89
303939,29/11/2010,Special Private Room In Ny,SpeciaL Private Room in NY,Staten Island,Apartment,90,Private room,10301,1,1,90,35,91
303939,29/11/2010,Nyc Staten Alternative,NYC Staten Alternative...,Staten Island,House,85,Private room,10301,1,1,55,39,88
304262,29/11/2010,Charming Casita In Lower East Side,Charming Casita in Lower EASt side,Manhattan,Apartment,90,Entire home/apt,10002,1,1,7,129,91
304262,29/11/2010,Les Dream Spacious Pad On The Park,LES Dream Spacious pad on the park,Manhattan,Apartment,100,Entire home/apt,10002,1,1,6,235,100
304493,29/11/2010,Loft Style Apt In Williamsburg,Loft Style Apt in Williamsburg,Brooklyn,Loft,100,Private room,11206,1,1,4,60,100
305132,30/11/2010,"Large, 2Fl/2Bdrm Williamsburg Apt","Large, 2fl/2bdrm Williamsburg Apt",Brooklyn,Apartment,100,Entire home/apt,11206,2,1,4,200,100
305247,30/11/2010,Chelsea En Suite W Private Bathroom,Chelsea En Suite w private bathroom,Manhattan,Apartment,90,Private room,10001,1,1,49,125,92
305314,30/11/2010,"Clean, Private East Village Apt","Clean, private East Village apt",Manhattan,Apartment,90,Entire home/apt,10003,1,1,50,135,90
305641,30/11/2010,Modern Upper West Side Studio Apt,Modern Upper West Side Studio Apt.,Manhattan,Apartment,95,Entire home/apt,10025,1,1,18,175,95
305972,30/11/2010,Comfortable Manhattanville,Comfortable Manhattanville,Manhattan,Apartment,90,Private room,10027,1,1,104,85,91
305972,30/11/2010,Comfortable Manhattanville,Comfortable Manhattanville.,Manhattan,Apartment,90,Private room,10027,1,1,80,85,90
306244,1/12/2010,Modern Bushwick With A View,Modern Bushwick with a View,Brooklyn,Apartment,100,Private room,11237,1,1,3,94,100
306394,1/12/2010,Bright And Quiet Room,Bright and quiet room,Brooklyn,House,95,Private room,11233,1,1,5,67,95
306456,1/12/2010,Beautiful Brooklyn Suite,Beautiful Brooklyn Suite,Brooklyn,Apartment,60,Entire home/apt,11213,3,1,58,130,62
306545,1/12/2010,Cottage In The Village,Cottage in the Village,Manhattan,House,85,Entire home/apt,10009,3,1,98,400,88
306545,1/12/2010,Smallest House In The Village,Smallest House In The Village,Manhattan,House,85,Entire home/apt,10009,2,1,110,195,87
306605,1/12/2010,Beautiful Modern Manhattan Studio,Beautiful modern Manhattan studio,Manhattan,Apartment,95,Entire home/apt,10011,1,1,33,195,96
306739,1/12/2010,Greenpoint Waterfront Loft,Greenpoint Waterfront Loft,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,137,185,98
306739,1/12/2010,Historic River Storefront W/Garden,Historic River Storefront w/Garden,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,101,175,96
306739,1/12/2010,Beautiful Landmarked Duplex,Beautiful Landmarked Duplex,Brooklyn,House,95,Entire home/apt,11222,2,1,86,285,96
306739,1/12/2010,Sweet Historic Greenpoint Duplex,Sweet Historic Greenpoint Duplex,Brooklyn,House,95,Entire home/apt,11222,2,1,132,175,96
307241,2/12/2010,Gramercy Park Comfort,Gramercy Park Comfort,Manhattan,Apartment,95,Private room,10010,1,1,19,100,98
307962,2/12/2010,"Cozy Calm Close Safegarden, Nyc Ny","Cozy calm close SAFEgarden, NYC NY",Queens,House,90,Entire home/apt,11103,3,1,183,89,93
308015,2/12/2010,Large Sunny Rm6Th Fl View/Elevator,Large Sunny Rm-6th Fl View/Elevator,Brooklyn,Apartment,90,Private room,11218,2,1,38,88,94
308652,3/12/2010,Large And Cozy Private Bedroom,Large and Cozy Private Bedroom,Brooklyn,Apartment,85,Private room,11218,1,1,33,39,88
308652,3/12/2010,Super Big And Cozy Private Bedroom,SUPER BIG AND COZY PRIVATE BEDROOM,Brooklyn,Apartment,85,Private room,11218,1,1,61,39,88
308875,3/12/2010,"Big Sunny Guest Room, W'Burg Bridge","Big Sunny Guest Room, W'burg Bridge",Brooklyn,Apartment,90,Private room,11211,1,1,129,74,92
308875,3/12/2010,Sunny Guest Room Near W'Burg Bridge,Sunny Guest Room near W'burg Bridge,Brooklyn,Apartment,90,Private room,11211,1,1,46,64,93
309329,4/12/2010,"Big Room Carroll Gardens, Brooklyn","Big Room Carroll Gardens, Brooklyn",Brooklyn,Apartment,100,Private room,11231,1,1,1,66,100
309758,4/12/2010,Charming West Village Studio,Charming West Village studio,Manhattan,Apartment,90,Entire home/apt,10014,1,1,55,175,92
310063,5/12/2010,Personal Studio Near Central Park,Personal Studio Near Central Park,Manhattan,Apartment,95,Entire home/apt,10022,1,1,13,165,97
310087,5/12/2010,East Village 1Bedroom Paradise,East Village 1-bedroom paradise,Manhattan,Apartment,100,Entire home/apt,10009,1,1,1,140,100
310458,5/12/2010,Small Tidy Bedroom In Duplex,Small tidy bedroom in duplex,Brooklyn,Apartment,95,Private room,11215,1,1,5,71,95
310670,5/12/2010,Dominique'S  Nyc CrashPad1,DOMINIQUE'S  NYC CRASH-PAD1,Bronx,House,90,Private room,10475,1,1,6,60,93
310670,5/12/2010,Dominique'S  Nyc Deluxe Getaway Rm,DOMINIQUE'S  NYC DELUXE GETAWAY RM,Bronx,House,90,Private room,10475,1,1,11,80,94
310670,5/12/2010,Dominique'S Getaway Nyc Crashpad2,DOMINIQUE'S GETAWAY NYC* CRASHPAD2,Bronx,House,90,Private room,10475,1,1,7,65,91
310670,5/12/2010,Dominique'S NycQuiet Mini Crashpad,DOMINIQUE'S NYC*QUIET MINI CRASHPAD,Bronx,House,95,Private room,10475,1,1,10,58,98
311286,6/12/2010,Room1 For Rent Close To Manhattan,ROOM1 FOR RENT close to Manhattan,Brooklyn,Apartment,80,Private room,11213,1,1,2,70,80
311286,6/12/2010,Room2 For Rent Close Manhattan,ROOM2 FOR RENT close Manhattan,Brooklyn,Apartment,80,Private room,11213,1,1,2,70,80
311286,6/12/2010,Room3 For Rent Close Manhattan,ROOM3 FOR RENT close Manhattan,Brooklyn,Apartment,90,Private room,11213,1,1,7,65,91
311286,6/12/2010,Room4 For Rent Close To Manhattan,ROOM4 FOR RENT close to Manhattan,Brooklyn,Apartment,90,Private room,11213,2,1,3,80,93
311286,6/12/2010,Room5 For Rent Close To Manhattan,ROOM5 FOR RENT close to Manhattan,Brooklyn,Apartment,85,Private room,11213,1,1,7,70,86
311286,6/12/2010,Room6 For Rent Close To Manhattan,ROOM6 FOR RENT close to Manhattan,Brooklyn,Apartment,100,Private room,11213,1,1,2,75,100
311286,6/12/2010,Room7 For Rent Close To Manhattan,ROOM7 FOR RENT close to Manhattan,Brooklyn,Apartment,80,Private room,11213,1,1,2,75,80
311286,6/12/2010,Bedroom1 For Rent 10Min From Manhan,BEDROOM1 FOR RENT 10min from Manhan,Brooklyn,Apartment,90,Private room,11216,1,1,28,85,91
311286,6/12/2010,Bedroom2 For Rent  10Min From Manh,BEDROOM2 FOR RENT  10min from Manh,Brooklyn,Apartment,90,Private room,11216,1,1,11,85,93
311286,6/12/2010,Large Bedroom Private Bathroom,LARGE BEDROOM PRIVATE BATHROOM,Brooklyn,Apartment,80,Private room,11216,1,1,2,90,80
311475,6/12/2010,Stunning  Unique Brooklyn Studio,Stunning  Unique Brooklyn Studio,Brooklyn,Apartment,95,Entire home/apt,11216,3,1,8,135,95
312276,7/12/2010,Convenient South Williamsurg,Convenient South Williamsurg,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,1,180,100
312276,7/12/2010,Central South Wburg,Central South Wburg,Brooklyn,Apartment,80,Private room,11211,1,1,3,60,80
312288,7/12/2010,"Host To Your Sunny, Spacious Nyc Rm","HOST TO YOUR SUNNY, SPACIOUS NYC RM",Manhattan,Apartment,100,Private room,10034,2,1,4,90,100
312405,7/12/2010,750Sf Apt In Prime Park Slope,750sf apt in prime Park Slope,Brooklyn,Apartment,95,Entire home/apt,11215,2,1,39,160,99
313285,8/12/2010,Stylish Clean Uws Living,Stylish Clean UWS Living,Manhattan,Apartment,85,Entire home/apt,10023,3,1,49,185,89
313317,8/12/2010,Brooklyn  Studio Apartment,BROOKLYN  STUDIO APARTMENT,Brooklyn,House,95,Private room,11216,1,1,148,100,95
313946,9/12/2010,"1 Bedroom Williamsburg, Brooklyn","1 bedroom Williamsburg, Brooklyn",Brooklyn,Apartment,100,Entire home/apt,11211,1,1,7,130,100
314023,9/12/2010,"Nyc, Manhattan, Ny, Ues Treasure","NYC, Manhattan, NY, UES TREASURE",Manhattan,Apartment,75,Entire home/apt,10075,3,1,51,250,75
314023,9/12/2010,"Nyc, Manhattan, Ny, Ues, Oasis","NYC, Manhattan, NY, UES, OASIS",Manhattan,Apartment,70,Entire home/apt,10075,3,1,42,250,73
314023,9/12/2010,"     Nyc, Manhattan, Ny, Ues B Cozy","     NYC, Manhattan, NY, UES B COZY",Manhattan,Apartment,80,Entire home/apt,10128,4,1,46,250,83
314023,9/12/2010,"Nyc, Manhattan, Ny, Ues, Five Star","NYC, Manhattan, NY, UES, FIVE STAR",Manhattan,Apartment,85,Entire home/apt,10128,3,1,46,250,86
314377,9/12/2010,Lower East Side 1Bedroom Apt In Nyc,Lower East Side 1bedroom apt in NYC,Manhattan,Apartment,80,Entire home/apt,10002,1,1,56,99,84
314377,9/12/2010,Spacious True 2 Br Les Apartment,Spacious True 2 BR LES Apartment,Manhattan,Apartment,80,Entire home/apt,10002,2,1,79,139,83
314506,9/12/2010,2Br 2 Story Les Duplex In Manhattan,2BR 2 story LES duplex in manhattan,Manhattan,Apartment,95,Entire home/apt,10002,2,1,157,325,96
314562,9/12/2010,East Village One Bedroom Apartment,East village one bedroom apartment,Manhattan,Apartment,85,Entire home/apt,10009,2,1,39,130,87
314582,9/12/2010,Brooklyn Crown Heights Garden Apt,Brooklyn- Crown Heights Garden Apt.,Brooklyn,Apartment,95,Private room,11216,1,1,117,55,95
314582,9/12/2010,Crown Heights Garden Apt,Crown Heights Garden Apt.,Brooklyn,Apartment,95,Private room,11216,1,1,109,60,96
314941,10/12/2010,Lower East Side 2 Bedroom Apt,Lower East Side 2 Bedroom Apt,Manhattan,Apartment,95,Entire home/apt,10002,5,1,19,250,98
314941,10/12/2010,The Downtown Flat ,The Downtown Flat :),Manhattan,Apartment,95,Private room,10002,3,1,16,95,97
315082,10/12/2010,"Modern Williamsburg Apt W/Gym, Roof","Modern Williamsburg apt w/Gym, Roof",Brooklyn,Apartment,100,Private room,11206,1,1,5,165,100
315279,10/12/2010,Cozy Apt In Great Nolita Location,Cozy apt in great Nolita location,Manhattan,Apartment,70,Private room,10012,1,1,3,75,73
315310,10/12/2010,Roof Garden Doorman Elevator Lg Apt,Roof garden doorman elevator lg apt,Manhattan,Apartment,95,Entire home/apt,10009,1,1,26,171,97
315396,10/12/2010,Charming East Village Studio,Charming East Village Studio,Manhattan,Apartment,90,Entire home/apt,10009,2,1,45,250,92
315606,11/12/2010,A Cozy Bed W/ Breakfast,A Cozy Bed w/ Breakfast,Brooklyn,Apartment,90,Private room,11216,2,1,15,65,90
315606,11/12/2010,Private Quiet Suite,PRIVATE QUIET SUITE,Brooklyn,Apartment,85,Private room,11216,1,1,8,78,88
315841,11/12/2010,Park Slope Private Room By Subway,Park Slope private room by subway,Brooklyn,Apartment,90,Private room,11217,1,1,218,85,93
316474,12/12/2010,Kid Heaven In Park Slope Huge 2Br,Kid Heaven in Park Slope Huge 2BR,Brooklyn,Apartment,85,Entire home/apt,11215,2,1,24,195,88
316523,12/12/2010,Perfect Studio In Amazing Location,Perfect Studio in Amazing Location,Manhattan,Apartment,95,Entire home/apt,10003,1,1,27,200,96
316863,12/12/2010,Les New Studio,LES New Studio,Manhattan,Apartment,100,Entire home/apt,10009,1,1,1,157,100
316989,12/12/2010,Studio Apartment In Great Location,Studio Apartment in great location,Manhattan,Apartment,90,Entire home/apt,10010,1,1,36,115,92
317214,13/12/2010,Terrific In Tribeca (Very Reduced,Terrific in Tribeca (Very Reduced),Manhattan,Loft,100,Entire home/apt,10013,1,1,2,180,100
317547,13/12/2010,"Large, Quiet Apt; Close To Subway","Large, Quiet Apt.; Close to Subway",Brooklyn,Apartment,95,Entire home/apt,11222,1,1,31,110,99
317687,13/12/2010,Downtown 1 Br  Close To Everything,Downtown 1 BR - Close to everything,Manhattan,Apartment,90,Entire home/apt,10012,1,1,35,160,93
317692,13/12/2010,Delightful & Modern 1 Bedroom,Delightful & Modern 1 Bedroom,Brooklyn,Apartment,90,Entire home/apt,11217,1,1,2,120,90
317795,13/12/2010,Bright Spacious Studio Room William,Bright spacious studio room William,Brooklyn,Apartment,100,Private room,11211,1,1,4,100,100
317809,13/12/2010,Charming Uws Treehouse Apt,Charming UWS Treehouse Apt,Manhattan,Apartment,95,Entire home/apt,10023,1,1,41,220,97
318398,14/12/2010,Charming 1Br Prospect Heights Apt,Charming 1BR Prospect Heights Apt,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,11,95,96
318435,14/12/2010,Cozy Sun Drenched Crown Heights Apt,Cozy Sun Drenched Crown Heights Apt,Brooklyn,Apartment,80,Entire home/apt,11213,2,1,1,105,80
318729,14/12/2010,Three Bedroom Apartment In Brooklyn,THREE BEDROOM APARTMENT IN BROOKLYN,Brooklyn,Apartment,90,Entire home/apt,11216,4,1,11,150,93
318967,14/12/2010,Cozy & Bright Studio In Brooklyn,Cozy & bright studio in Brooklyn,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,19,99,96
318998,14/12/2010,Beautiful Large Manhattan Apartment,Beautiful Large Manhattan Apartment,Manhattan,Apartment,90,Entire home/apt,10011,2,1,17,169,91
319077,14/12/2010,Authentic 4000 Sqft  4 Bedroom Loft,Authentic 4000 sqft  4 bedroom Loft,Brooklyn,Loft,95,Entire home/apt,11238,4,1,31,550,95
319077,14/12/2010,Huge Loft For Film & Photoshoots,HUGE loft for film & photoshoots,Brooklyn,Loft,95,Entire home/apt,11238,4,1,6,"1,500",97
319077,14/12/2010,Lovely Room In Huge 4000 Sqft Loft,Lovely Room in HUGE 4000 sqft Loft,Brooklyn,Apartment,95,Private room,11238,1,1,11,95,98
319077,14/12/2010,"Lovely Room, Huge 4000 Sqft Loft 2","Lovely Room, HUGE 4000 sqft Loft 2",Brooklyn,Apartment,95,Private room,11238,1,1,9,95,98
319077,14/12/2010,"Lovely Room, Huge 5000 Sqft Loft 4","Lovely Room, HUGE 5000 sqft Loft 4",Brooklyn,Apartment,95,Private room,11238,1,1,30,95,97
319092,14/12/2010,Share A Private Home  Brooklyn,Share a Private HOME - Brooklyn,Brooklyn,House,95,Private room,11216,2,1,33,75,97
319982,15/12/2010,Lovely Apartment In Greenpoint,Lovely apartment in Greenpoint,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,2,150,100
319982,15/12/2010,Bright Private Room In Greenpoint,Bright private room in Greenpoint,Brooklyn,Apartment,100,Private room,11222,1,1,1,85,100
320284,16/12/2010,Cozy Room In Family HomeBklyn,Cozy Room in Family Home..BKLYN,Brooklyn,House,75,Private room,11221,1,1,67,55,79
320538,16/12/2010,Brightspacious Williamsburg Abode,BrightSpacious Williamsburg Abode,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,55,99,94
320761,16/12/2010,Farmhouse Apartment In Williamsburg,Farmhouse Apartment in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,8,175,94
321488,17/12/2010,Modern 3Br In East Village / Les,Modern 3BR in East Village / LES,Manhattan,Apartment,85,Entire home/apt,10009,3,1,3,400,87
321756,18/12/2010,"Sugar Hill, Harlem, Guest Room B&B","Sugar Hill, Harlem, Guest Room B&B",Manhattan,Bed & Breakfast,95,Private room,10031,1,1,11,75,98
321834,18/12/2010,European Style 1 Bed Rm Apt 1200 Sq,European style 1 bed rm apt 1200 sq,Manhattan,Apartment,100,Entire home/apt,10027,1,1,2,125,100
321934,18/12/2010,Beautiful 1 Bedroom Apt Park Slope,Beautiful 1 Bedroom Apt Park Slope,Brooklyn,Apartment,95,Entire home/apt,11215,1,1,11,165,98
322442,19/12/2010,FamilyFriendly 2Bd Nyc Apartment,Family-friendly 2BD NYC apartment,Manhattan,Apartment,100,Entire home/apt,10033,2,1,2,150,100
322641,19/12/2010,"Lovely 2 Bedroom, Sleeps 6, Les","Lovely 2 Bedroom, Sleeps 6, LES",Manhattan,Apartment,85,Entire home/apt,10002,2,1,171,199,89
322641,19/12/2010,Modern And Beautiful Home    Les,Modern and Beautiful Home  -  LES,Manhattan,Apartment,85,Entire home/apt,10002,1,1,142,199,87
322641,19/12/2010,"Huge Greenpoint Loft, Walk To Train","Huge Greenpoint Loft, Walk to Train",Brooklyn,Apartment,90,Private room,11222,1,1,25,49,92
322641,19/12/2010,"Sunny Greenpoint Loft,Walk To Train","Sunny Greenpoint Loft,Walk to Train",Brooklyn,Apartment,95,Private room,11222,1,1,14,99,99
322697,19/12/2010,Bedroom Right Near Union Square,Bedroom right near Union Square,Manhattan,Apartment,95,Private room,10003,1,1,18,99,96
322716,19/12/2010,"Lovely, Private Crown Heights Room","Lovely, Private Crown Heights Room",Brooklyn,Apartment,100,Private room,11213,1,1,1,29,100
322716,19/12/2010,Private Bedroom Brownstone Brooklyn,Private bedroom brownstone Brooklyn,Brooklyn,Apartment,85,Private room,11213,1,1,11,39,89
322716,19/12/2010,Spare Room In Beautiful Brownstone,Spare Room in Beautiful Brownstone,Brooklyn,Apartment,80,Private room,11213,1,1,13,49,84
322716,19/12/2010,Private Bedroom Brownstone Brooklyn,Private bedroom brownstone Brooklyn,Brooklyn,House,90,Private room,11213,1,1,6,57,90
322716,19/12/2010,Private Bedroom In Crown Heights,Private Bedroom in Crown Heights,Brooklyn,House,95,Private room,11216,1,1,4,35,95
322716,19/12/2010,Private Gardenview Room In Rowhouse,Private Gardenview Room in Rowhouse,Brooklyn,House,95,Private room,11216,1,1,7,40,95
322716,19/12/2010,Private Room In Modern Rowhouse,Private Room in Modern Rowhouse,Brooklyn,House,70,Private room,11216,1,1,2,42,74
322777,19/12/2010,The Dappled Dachshund  B And B,The Dappled Dachshund - B and B,Manhattan,Bed & Breakfast,90,Private room,10002,2,1,192,85,93
322884,19/12/2010,Charming Carroll Gardens Apt,CHARMING CARROLL GARDENS APT.,Brooklyn,Apartment,95,Entire home/apt,11231,2,1,11,200,96
322934,19/12/2010,Cozy & Charming Boerum Hill Flat,Cozy & Charming Boerum Hill Flat,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,16,129,100
322934,19/12/2010,Couchbed In Very Sweet Brooklyn Apt,Couchbed in very sweet brooklyn apt,Brooklyn,Apartment,100,Private room,11217,1,1,3,50,100
323517,20/12/2010,Charming Bedroom On The Upper West,Charming bedroom on the Upper West,Manhattan,Apartment,80,Private room,10025,1,1,8,110,83
323517,20/12/2010,Private Room In Upper West Side,Private room in Upper West Side,Manhattan,Apartment,85,Private room,10025,1,1,59,89,87
324460,21/12/2010,LoftLike East Village Apt W/ Piano,Loft-like East Village apt w/ piano,Manhattan,Apartment,100,Entire home/apt,10009,1,1,1,199,100
324727,22/12/2010,Nice Soho Apt Amazing Location,Nice Soho apt. Amazing location,Manhattan,Apartment,90,Entire home/apt,10013,1,1,2,130,90
324859,22/12/2010,Quality 1Br 2 Stops From Midtown,Quality 1br 2 stops from Midtown,Manhattan,Apartment,90,Entire home/apt,10030,3,1,206,169,93
325305,22/12/2010,East Village Futon  Best Area,East Village futon -- best area,Manhattan,Apartment,80,Shared room,10003,1,1,1,73,80
325790,23/12/2010,One Block From Central Park,One Block From Central Park,Manhattan,Apartment,80,Entire home/apt,10128,1,1,17,200,84
325911,23/12/2010,Big Sunny 1 Bdrm Near Park/Subway,Big Sunny 1 Bdrm Near Park/Subway,Brooklyn,Apartment,90,Entire home/apt,11225,1,1,16,140,90
326360,24/12/2010,Quiet Sunny West Village Studio,Quiet Sunny West Village Studio,Manhattan,Apartment,95,Entire home/apt,10011,1,1,6,210,97
327005,25/12/2010,"Large, Beautiful, Airy Family Home","Large, beautiful, airy family home",Brooklyn,Apartment,100,Entire home/apt,11215,2,1,9,225,100
327386,26/12/2010,Good Sized Sunny Room East Village,Good Sized Sunny Room East Village,Manhattan,Apartment,95,Private room,10003,1,1,161,80,96
327673,26/12/2010,Charming Garden Apt In Park Slope,Charming Garden Apt in Park Slope,Brooklyn,Apartment,90,Entire home/apt,11215,3,1,56,180,94
327673,26/12/2010,Park Slope Town House,Park Slope Town House,Brooklyn,House,85,Entire home/apt,11215,3,1,3,250,87
328116,27/12/2010,Hk Contemporary Luxury,HK Contemporary Luxury,Manhattan,Apartment,95,Shared room,10018,1,1,6,149,97
328264,27/12/2010,"Huge Luxury Duplex~Elevator, Gym","HUGE Luxury Duplex~Elevator, gym",Manhattan,Apartment,90,Entire home/apt,10023,2,1,6,245,93
328301,27/12/2010,Penthouse Room With Private Terrace,PENTHOUSE room with private terrace,Brooklyn,Apartment,85,Private room,11206,1,1,45,89,85
328468,27/12/2010,Private Micro Studio Apt Manhattan,Private Micro Studio Apt Manhattan,Manhattan,Apartment,75,Entire home/apt,10032,1,1,13,77,77
328621,28/12/2010,Spacious Greenpoint 1Bd With Patio,Spacious Greenpoint 1BD with Patio,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,3,150,100
328621,28/12/2010,Bright And Airy Greenpoint Bedroom,Bright and Airy Greenpoint Bedroom,Brooklyn,Apartment,90,Private room,11222,1,1,2,85,90
328898,28/12/2010,Large Private Room In Harlem,Large Private Room in Harlem,Manhattan,Apartment,60,Private room,10031,2,1,1,55,60
329436,28/12/2010,"Lovely, Modern, Garden Apartment","Lovely, Modern, Garden Apartment",Brooklyn,Apartment,100,Entire home/apt,11217,1,1,9,190,100
329436,28/12/2010,"Modern, Carroll Garden Townhouse","Modern, Carroll Garden Townhouse",Brooklyn,House,100,Entire home/apt,11217,3,1,9,330,100
329892,29/12/2010,"Stylish, Modern With 24 Hr Doorman","Stylish, Modern with 24 hr Doorman",Manhattan,Apartment,90,Entire home/apt,10025,2,1,23,110,94
330490,30/12/2010,Gorgeous1BrBest Area In NycSoho,Gorgeous-1BR-best area in NYC-SOHO,Manhattan,Apartment,85,Entire home/apt,10012,2,1,63,160,87
330976,30/12/2010,"Quirky, Comfy Room In Williamsburg","Quirky, comfy room in Williamsburg",Brooklyn,Apartment,100,Private room,11211,1,1,1,63,100
331195,30/12/2010,"Lovely Room, Perfect Location","Lovely Room, PERFECT Location",Manhattan,Apartment,95,Private room,10003,1,1,216,90,96
331224,30/12/2010,New Big Apt In Lower East Side,New big apt in Lower East Side,Manhattan,Apartment,95,Entire home/apt,10002,2,1,11,205,95
